repetition,cell_ids,presented_peptides,presented_hlas,simulation_name,mutation
1,68,peptide164,A0101,100-cells.10x,mut11
1,68,peptide86,A0101,100-cells.10x,mut15
1,68,peptide99,A0101,100-cells.10x,mut19
1,68,peptide84,A0101,100-cells.10x,mut15
1,68,peptide92,A0101,100-cells.10x,mut19
1,68,peptide26,A0101,100-cells.10x,mut12
1,68,peptide101,A0101,100-cells.10x,mut19
1,68,peptide77,A0101,100-cells.10x,mut15
1,68,peptide86,A0101,100-cells.10x,mut15
1,68,peptide79,A0101,100-cells.10x,mut15
1,68,peptide105,A0101,100-cells.10x,mut19
1,68,peptide92,A0101,100-cells.10x,mut19
1,68,peptide93,A0101,100-cells.10x,mut19
1,68,peptide101,A0101,100-cells.10x,mut19
1,68,peptide90,A0101,100-cells.10x,mut15
1,68,peptide79,A0101,100-cells.10x,mut15
1,68,peptide99,A0101,100-cells.10x,mut19
1,68,peptide85,A0101,100-cells.10x,mut15
1,68,peptide105,A0101,100-cells.10x,mut19
1,68,peptide177,A0101,100-cells.10x,mut11
1,68,peptide180,A0101,100-cells.10x,mut11
1,68,peptide97,A0101,100-cells.10x,mut19
1,68,peptide92,A0101,100-cells.10x,mut19
1,68,peptide89,A0101,100-cells.10x,mut15
1,68,peptide89,A0101,100-cells.10x,mut15
1,68,peptide87,A0101,100-cells.10x,mut15
1,69,peptide92,A0101,100-cells.10x,mut19
1,69,peptide106,A0101,100-cells.10x,mut19
1,69,peptide194,A0101,100-cells.10x,mut28
1,69,peptide106,A0101,100-cells.10x,mut19
1,69,peptide105,A0101,100-cells.10x,mut19
1,69,peptide198,A0101,100-cells.10x,mut28
1,69,peptide92,A0101,100-cells.10x,mut19
1,69,peptide95,A0101,100-cells.10x,mut19
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide190,A0101,100-cells.10x,mut28
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide194,A0101,100-cells.10x,mut28
1,69,peptide191,A0101,100-cells.10x,mut28
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide106,A0101,100-cells.10x,mut19
1,69,peptide106,A0101,100-cells.10x,mut19
1,69,peptide190,A0101,100-cells.10x,mut28
1,69,peptide185,A0101,100-cells.10x,mut28
1,69,peptide95,A0101,100-cells.10x,mut19
1,69,peptide106,A0101,100-cells.10x,mut19
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide183,A0101,100-cells.10x,mut28
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide92,A0101,100-cells.10x,mut19
1,69,peptide182,A0101,100-cells.10x,mut28
1,69,peptide190,A0101,100-cells.10x,mut28
1,69,peptide147,A0101,100-cells.10x,mut26
1,70,peptide182,A0101,100-cells.10x,mut28
1,70,peptide183,A0101,100-cells.10x,mut28
1,70,peptide92,A0101,100-cells.10x,mut19
1,70,peptide168,A0101,100-cells.10x,mut11
1,70,peptide100,A0101,100-cells.10x,mut19
1,70,peptide92,A0101,100-cells.10x,mut19
1,70,peptide102,A0101,100-cells.10x,mut19
1,70,peptide194,A0101,100-cells.10x,mut28
1,70,peptide182,A0101,100-cells.10x,mut28
1,70,peptide177,A0101,100-cells.10x,mut11
1,70,peptide192,A0101,100-cells.10x,mut28
1,70,peptide92,A0101,100-cells.10x,mut19
1,70,peptide92,A0101,100-cells.10x,mut19
1,70,peptide105,A0101,100-cells.10x,mut19
1,70,peptide193,A0101,100-cells.10x,mut28
1,70,peptide190,A0101,100-cells.10x,mut28
1,70,peptide96,A0101,100-cells.10x,mut19
1,70,peptide197,A0101,100-cells.10x,mut28
1,70,peptide177,A0101,100-cells.10x,mut11
1,70,peptide106,A0101,100-cells.10x,mut19
1,70,peptide103,A0101,100-cells.10x,mut19
1,70,peptide182,A0101,100-cells.10x,mut28
1,70,peptide172,A0101,100-cells.10x,mut11
1,70,peptide170,A0101,100-cells.10x,mut11
1,70,peptide180,A0101,100-cells.10x,mut11
1,70,peptide182,A0101,100-cells.10x,mut28
1,70,peptide180,A0101,100-cells.10x,mut11
1,70,peptide172,A0101,100-cells.10x,mut11
1,70,peptide105,A0101,100-cells.10x,mut19
1,71,peptide185,A0101,100-cells.10x,mut28
1,71,peptide92,A0101,100-cells.10x,mut19
1,71,peptide180,A0101,100-cells.10x,mut11
1,71,peptide180,A0101,100-cells.10x,mut11
1,71,peptide92,A0101,100-cells.10x,mut19
1,71,peptide191,A0101,100-cells.10x,mut28
1,71,peptide194,A0101,100-cells.10x,mut28
1,71,peptide105,A0101,100-cells.10x,mut19
1,71,peptide170,A0101,100-cells.10x,mut11
1,71,peptide92,A0101,100-cells.10x,mut19
1,71,peptide182,A0101,100-cells.10x,mut28
1,71,peptide176,A0101,100-cells.10x,mut11
1,71,peptide105,A0101,100-cells.10x,mut19
1,71,peptide106,A0101,100-cells.10x,mut19
1,71,peptide94,A0101,100-cells.10x,mut19
1,71,peptide92,A0101,100-cells.10x,mut19
1,71,peptide118,A0101,100-cells.10x,mut39
1,71,peptide94,A0101,100-cells.10x,mut19
1,71,peptide191,A0101,100-cells.10x,mut28
1,71,peptide172,A0101,100-cells.10x,mut11
1,71,peptide168,A0101,100-cells.10x,mut11
1,71,peptide92,A0101,100-cells.10x,mut19
1,71,peptide168,A0101,100-cells.10x,mut11
1,71,peptide168,A0101,100-cells.10x,mut11
1,71,peptide168,A0101,100-cells.10x,mut11
1,71,peptide92,A0101,100-cells.10x,mut19
1,72,peptide193,A0101,100-cells.10x,mut28
1,72,peptide86,A0101,100-cells.10x,mut15
1,72,peptide86,A0101,100-cells.10x,mut15
1,72,peptide198,A0101,100-cells.10x,mut28
1,72,peptide140,A0101,100-cells.10x,mut33
1,72,peptide198,A0101,100-cells.10x,mut28
1,72,peptide198,A0101,100-cells.10x,mut28
1,72,peptide73,A0101,100-cells.10x,mut15
1,72,peptide185,A0101,100-cells.10x,mut28
1,72,peptide89,A0101,100-cells.10x,mut15
1,72,peptide198,A0101,100-cells.10x,mut28
1,72,peptide144,A0101,100-cells.10x,mut33
1,72,peptide132,A0101,100-cells.10x,mut33
1,72,peptide138,A0101,100-cells.10x,mut33
1,72,peptide85,A0101,100-cells.10x,mut15
1,72,peptide90,A0101,100-cells.10x,mut15
1,72,peptide74,A0101,100-cells.10x,mut15
1,72,peptide129,A0101,100-cells.10x,mut33
1,72,peptide191,A0101,100-cells.10x,mut28
1,72,peptide127,A0101,100-cells.10x,mut33
1,72,peptide144,A0101,100-cells.10x,mut33
1,72,peptide80,A0101,100-cells.10x,mut15
1,72,peptide183,A0101,100-cells.10x,mut28
1,72,peptide140,A0101,100-cells.10x,mut33
1,72,peptide185,A0101,100-cells.10x,mut28
1,72,peptide182,A0101,100-cells.10x,mut28
1,72,peptide190,A0101,100-cells.10x,mut28
1,72,peptide88,A0101,100-cells.10x,mut15
1,72,peptide73,A0101,100-cells.10x,mut15
1,72,peptide86,A0101,100-cells.10x,mut15
1,72,peptide74,A0101,100-cells.10x,mut15
1,72,peptide182,A0101,100-cells.10x,mut28
1,72,peptide194,A0101,100-cells.10x,mut28
1,72,peptide127,A0101,100-cells.10x,mut33
1,72,peptide197,A0101,100-cells.10x,mut28
1,72,peptide79,A0101,100-cells.10x,mut15
1,72,peptide185,A0101,100-cells.10x,mut28
1,72,peptide137,A0101,100-cells.10x,mut33
1,73,peptide182,A0101,100-cells.10x,mut28
1,73,peptide182,A0101,100-cells.10x,mut28
1,73,peptide92,A0101,100-cells.10x,mut19
1,73,peptide182,A0101,100-cells.10x,mut28
1,73,peptide34,A0101,100-cells.10x,mut12
1,73,peptide106,A0101,100-cells.10x,mut19
1,73,peptide74,A0101,100-cells.10x,mut15
1,73,peptide92,A0101,100-cells.10x,mut19
1,73,peptide90,A0101,100-cells.10x,mut15
1,73,peptide106,A0101,100-cells.10x,mut19
1,73,peptide105,A0101,100-cells.10x,mut19
1,73,peptide89,A0101,100-cells.10x,mut15
1,73,peptide35,A0101,100-cells.10x,mut12
1,73,peptide74,A0101,100-cells.10x,mut15
1,73,peptide80,A0101,100-cells.10x,mut15
1,73,peptide92,A0101,100-cells.10x,mut19
1,73,peptide87,A0101,100-cells.10x,mut15
1,73,peptide92,A0101,100-cells.10x,mut19
1,73,peptide93,A0101,100-cells.10x,mut19
1,73,peptide193,A0101,100-cells.10x,mut28
1,73,peptide191,A0101,100-cells.10x,mut28
1,73,peptide182,A0101,100-cells.10x,mut28
1,73,peptide22,A0101,100-cells.10x,mut12
1,74,peptide194,A0101,100-cells.10x,mut28
1,74,peptide143,A0101,100-cells.10x,mut33
1,74,peptide100,A0101,100-cells.10x,mut19
1,74,peptide92,A0101,100-cells.10x,mut19
1,74,peptide105,A0101,100-cells.10x,mut19
1,74,peptide182,A0101,100-cells.10x,mut28
1,74,peptide129,A0101,100-cells.10x,mut33
1,74,peptide183,A0101,100-cells.10x,mut28
1,74,peptide183,A0101,100-cells.10x,mut28
1,74,peptide92,A0101,100-cells.10x,mut19
1,74,peptide96,A0101,100-cells.10x,mut19
1,74,peptide194,A0101,100-cells.10x,mut28
1,74,peptide99,A0101,100-cells.10x,mut19
1,74,peptide92,A0101,100-cells.10x,mut19
1,74,peptide191,A0101,100-cells.10x,mut28
1,74,peptide128,A0101,100-cells.10x,mut33
1,74,peptide144,A0101,100-cells.10x,mut33
1,74,peptide156,A0101,100-cells.10x,mut26
1,74,peptide95,A0101,100-cells.10x,mut19
1,74,peptide105,A0101,100-cells.10x,mut19
1,74,peptide103,A0101,100-cells.10x,mut19
1,74,peptide194,A0101,100-cells.10x,mut28
1,74,peptide99,A0101,100-cells.10x,mut19
1,75,peptide92,A0101,100-cells.10x,mut19
1,75,peptide140,A0101,100-cells.10x,mut33
1,75,peptide144,A0101,100-cells.10x,mut33
1,75,peptide101,A0101,100-cells.10x,mut19
1,75,peptide92,A0101,100-cells.10x,mut19
1,75,peptide132,A0101,100-cells.10x,mut33
1,75,peptide140,A0101,100-cells.10x,mut33
1,75,peptide129,A0101,100-cells.10x,mut33
1,75,peptide105,A0101,100-cells.10x,mut19
1,75,peptide99,A0101,100-cells.10x,mut19
1,75,peptide101,A0101,100-cells.10x,mut19
1,75,peptide136,A0101,100-cells.10x,mut33
1,75,peptide92,A0101,100-cells.10x,mut19
1,75,peptide138,A0101,100-cells.10x,mut33
1,75,peptide102,A0101,100-cells.10x,mut19
1,75,peptide92,A0101,100-cells.10x,mut19
1,75,peptide101,A0101,100-cells.10x,mut19
1,75,peptide143,A0101,100-cells.10x,mut33
1,75,peptide106,A0101,100-cells.10x,mut19
1,75,peptide131,A0101,100-cells.10x,mut33
1,75,peptide92,A0101,100-cells.10x,mut19
1,75,peptide105,A0101,100-cells.10x,mut19
1,75,peptide105,A0101,100-cells.10x,mut19
1,75,peptide132,A0101,100-cells.10x,mut33
1,75,peptide139,A0101,100-cells.10x,mut33
1,76,peptide196,A0101,100-cells.10x,mut28
1,76,peptide178,A0101,100-cells.10x,mut11
1,76,peptide108,A0101,100-cells.10x,mut19
1,76,peptide105,A0101,100-cells.10x,mut19
1,76,peptide140,A0101,100-cells.10x,mut33
1,76,peptide101,A0101,100-cells.10x,mut19
1,76,peptide89,A0101,100-cells.10x,mut15
1,76,peptide7,A0101,100-cells.10x,mut20
1,76,peptide94,A0101,100-cells.10x,mut19
1,76,peptide106,A0101,100-cells.10x,mut19
1,76,peptide89,A0101,100-cells.10x,mut15
1,76,peptide182,A0101,100-cells.10x,mut28
1,76,peptide92,A0101,100-cells.10x,mut19
1,76,peptide132,A0101,100-cells.10x,mut33
1,76,peptide86,A0101,100-cells.10x,mut15
1,76,peptide180,A0101,100-cells.10x,mut11
1,76,peptide80,A0101,100-cells.10x,mut15
1,76,peptide74,A0101,100-cells.10x,mut15
1,76,peptide74,A0101,100-cells.10x,mut15
1,76,peptide93,A0101,100-cells.10x,mut19
1,76,peptide194,A0101,100-cells.10x,mut28
1,76,peptide182,A0101,100-cells.10x,mut28
1,76,peptide190,A0101,100-cells.10x,mut28
1,76,peptide92,A0101,100-cells.10x,mut19
1,76,peptide14,A0101,100-cells.10x,mut20
1,76,peptide129,A0101,100-cells.10x,mut33
1,76,peptide143,A0101,100-cells.10x,mut33
1,76,peptide101,A0101,100-cells.10x,mut19
1,76,peptide182,A0101,100-cells.10x,mut28
1,76,peptide87,A0101,100-cells.10x,mut15
1,76,peptide191,A0101,100-cells.10x,mut28
1,76,peptide75,A0101,100-cells.10x,mut15
1,77,peptide191,A0101,100-cells.10x,mut28
1,77,peptide75,A0101,100-cells.10x,mut15
1,77,peptide89,A0101,100-cells.10x,mut15
1,77,peptide182,A0101,100-cells.10x,mut28
1,77,peptide182,A0101,100-cells.10x,mut28
1,77,peptide89,A0101,100-cells.10x,mut15
1,77,peptide87,A0101,100-cells.10x,mut15
1,77,peptide74,A0101,100-cells.10x,mut15
1,77,peptide86,A0101,100-cells.10x,mut15
1,77,peptide80,A0101,100-cells.10x,mut15
1,77,peptide191,A0101,100-cells.10x,mut28
1,77,peptide191,A0101,100-cells.10x,mut28
1,77,peptide76,A0101,100-cells.10x,mut15
1,77,peptide74,A0101,100-cells.10x,mut15
1,77,peptide73,A0101,100-cells.10x,mut15
1,77,peptide74,A0101,100-cells.10x,mut15
1,77,peptide193,A0101,100-cells.10x,mut28
1,77,peptide89,A0101,100-cells.10x,mut15
1,77,peptide75,A0101,100-cells.10x,mut15
1,77,peptide198,A0101,100-cells.10x,mut28
1,77,peptide86,A0101,100-cells.10x,mut15
1,77,peptide84,A0101,100-cells.10x,mut15
1,77,peptide87,A0101,100-cells.10x,mut15
1,77,peptide196,A0101,100-cells.10x,mut28
1,77,peptide90,A0101,100-cells.10x,mut15
1,78,peptide182,A0101,100-cells.10x,mut28
1,78,peptide132,A0101,100-cells.10x,mut33
1,78,peptide198,A0101,100-cells.10x,mut28
1,78,peptide191,A0101,100-cells.10x,mut28
1,78,peptide182,A0101,100-cells.10x,mut28
1,78,peptide132,A0101,100-cells.10x,mut33
1,78,peptide182,A0101,100-cells.10x,mut28
1,78,peptide127,A0101,100-cells.10x,mut33
1,78,peptide182,A0101,100-cells.10x,mut28
1,78,peptide26,A0101,100-cells.10x,mut12
1,78,peptide129,A0101,100-cells.10x,mut33
1,78,peptide182,A0101,100-cells.10x,mut28
1,78,peptide188,A0101,100-cells.10x,mut28
1,78,peptide198,A0101,100-cells.10x,mut28
1,78,peptide190,A0101,100-cells.10x,mut28
1,78,peptide182,A0101,100-cells.10x,mut28
1,78,peptide21,A0101,100-cells.10x,mut12
1,78,peptide140,A0101,100-cells.10x,mut33
1,78,peptide143,A0101,100-cells.10x,mut33
1,78,peptide182,A0101,100-cells.10x,mut28
1,78,peptide131,A0101,100-cells.10x,mut33
1,78,peptide129,A0101,100-cells.10x,mut33
1,78,peptide196,A0101,100-cells.10x,mut28
1,78,peptide183,A0101,100-cells.10x,mut28
1,78,peptide187,A0101,100-cells.10x,mut28
1,79,peptide191,A0101,100-cells.10x,mut28
1,79,peptide11,A0101,100-cells.10x,mut20
1,79,peptide87,A0101,100-cells.10x,mut15
1,79,peptide89,A0101,100-cells.10x,mut15
1,79,peptide198,A0101,100-cells.10x,mut28
1,79,peptide105,A0101,100-cells.10x,mut19
1,79,peptide16,A0101,100-cells.10x,mut20
1,79,peptide1,A0101,100-cells.10x,mut20
1,79,peptide77,A0101,100-cells.10x,mut15
1,79,peptide105,A0101,100-cells.10x,mut19
1,79,peptide182,A0101,100-cells.10x,mut28
1,79,peptide106,A0101,100-cells.10x,mut19
1,79,peptide106,A0101,100-cells.10x,mut19
1,79,peptide191,A0101,100-cells.10x,mut28
1,79,peptide105,A0101,100-cells.10x,mut19
1,79,peptide190,A0101,100-cells.10x,mut28
1,79,peptide116,A0101,100-cells.10x,mut39
1,79,peptide11,A0101,100-cells.10x,mut20
1,79,peptide73,A0101,100-cells.10x,mut15
1,79,peptide191,A0101,100-cells.10x,mut28
1,79,peptide26,A0101,100-cells.10x,mut12
1,79,peptide75,A0101,100-cells.10x,mut15
1,79,peptide16,A0101,100-cells.10x,mut20
1,79,peptide181,A0101,100-cells.10x,mut28
1,79,peptide74,A0101,100-cells.10x,mut15
1,79,peptide86,A0101,100-cells.10x,mut15
1,79,peptide75,A0101,100-cells.10x,mut15
1,79,peptide117,A0101,100-cells.10x,mut39
1,79,peptide190,A0101,100-cells.10x,mut28
1,79,peptide74,A0101,100-cells.10x,mut15
1,80,peptide89,A0101,100-cells.10x,mut15
1,80,peptide89,A0101,100-cells.10x,mut15
1,80,peptide74,A0101,100-cells.10x,mut15
1,80,peptide92,A0101,100-cells.10x,mut19
1,80,peptide86,A0101,100-cells.10x,mut15
1,80,peptide105,A0101,100-cells.10x,mut19
1,80,peptide183,A0101,100-cells.10x,mut28
1,80,peptide88,A0101,100-cells.10x,mut15
1,80,peptide87,A0101,100-cells.10x,mut15
1,80,peptide191,A0101,100-cells.10x,mut28
1,80,peptide190,A0101,100-cells.10x,mut28
1,80,peptide74,A0101,100-cells.10x,mut15
1,80,peptide185,A0101,100-cells.10x,mut28
1,80,peptide74,A0101,100-cells.10x,mut15
1,80,peptide177,A0101,100-cells.10x,mut11
1,80,peptide183,A0101,100-cells.10x,mut28
1,80,peptide86,A0101,100-cells.10x,mut15
1,80,peptide182,A0101,100-cells.10x,mut28
1,80,peptide164,A0101,100-cells.10x,mut11
1,80,peptide191,A0101,100-cells.10x,mut28
1,80,peptide168,A0101,100-cells.10x,mut11
1,80,peptide178,A0101,100-cells.10x,mut11
1,80,peptide92,A0101,100-cells.10x,mut19
1,80,peptide86,A0101,100-cells.10x,mut15
1,80,peptide99,A0101,100-cells.10x,mut19
1,80,peptide185,A0101,100-cells.10x,mut28
1,80,peptide180,A0101,100-cells.10x,mut11
1,80,peptide92,A0101,100-cells.10x,mut19
1,80,peptide191,A0101,100-cells.10x,mut28
1,80,peptide88,A0101,100-cells.10x,mut15
1,80,peptide84,A0101,100-cells.10x,mut15
1,80,peptide177,A0101,100-cells.10x,mut11
1,80,peptide182,A0101,100-cells.10x,mut28
1,80,peptide101,A0101,100-cells.10x,mut19
1,80,peptide92,A0101,100-cells.10x,mut19
1,80,peptide106,A0101,100-cells.10x,mut19
1,80,peptide96,A0101,100-cells.10x,mut19
1,81,peptide172,A0101,100-cells.10x,mut11
1,81,peptide105,A0101,100-cells.10x,mut19
1,81,peptide92,A0101,100-cells.10x,mut19
1,81,peptide92,A0101,100-cells.10x,mut19
1,81,peptide132,A0101,100-cells.10x,mut33
1,81,peptide106,A0101,100-cells.10x,mut19
1,81,peptide137,A0101,100-cells.10x,mut33
1,81,peptide92,A0101,100-cells.10x,mut19
1,81,peptide182,A0101,100-cells.10x,mut28
1,81,peptide182,A0101,100-cells.10x,mut28
1,81,peptide103,A0101,100-cells.10x,mut19
1,81,peptide143,A0101,100-cells.10x,mut33
1,81,peptide180,A0101,100-cells.10x,mut11
1,81,peptide190,A0101,100-cells.10x,mut28
1,81,peptide132,A0101,100-cells.10x,mut33
1,81,peptide63,A0101,100-cells.10x,mut44
1,81,peptide185,A0101,100-cells.10x,mut28
1,81,peptide190,A0101,100-cells.10x,mut28
1,81,peptide168,A0101,100-cells.10x,mut11
1,82,peptide74,A0101,100-cells.10x,mut15
1,82,peptide168,A0101,100-cells.10x,mut11
1,82,peptide92,A0101,100-cells.10x,mut19
1,82,peptide106,A0101,100-cells.10x,mut19
1,82,peptide86,A0101,100-cells.10x,mut15
1,82,peptide15,A0101,100-cells.10x,mut20
1,82,peptide99,A0101,100-cells.10x,mut19
1,82,peptide197,A0101,100-cells.10x,mut28
1,82,peptide79,A0101,100-cells.10x,mut15
1,82,peptide168,A0101,100-cells.10x,mut11
1,82,peptide97,A0101,100-cells.10x,mut19
1,82,peptide105,A0101,100-cells.10x,mut19
1,82,peptide92,A0101,100-cells.10x,mut19
1,82,peptide172,A0101,100-cells.10x,mut11
1,82,peptide88,A0101,100-cells.10x,mut15
1,82,peptide180,A0101,100-cells.10x,mut11
1,82,peptide93,A0101,100-cells.10x,mut19
1,82,peptide73,A0101,100-cells.10x,mut15
1,82,peptide99,A0101,100-cells.10x,mut19
1,82,peptide89,A0101,100-cells.10x,mut15
1,82,peptide79,A0101,100-cells.10x,mut15
1,83,peptide143,A0101,100-cells.10x,mut33
1,83,peptide36,A0101,100-cells.10x,mut12
1,83,peptide177,A0101,100-cells.10x,mut11
1,83,peptide92,A0101,100-cells.10x,mut19
1,83,peptide10,A0101,100-cells.10x,mut20
1,83,peptide128,A0101,100-cells.10x,mut33
1,83,peptide144,A0101,100-cells.10x,mut33
1,83,peptide6,A0101,100-cells.10x,mut20
1,83,peptide18,A0101,100-cells.10x,mut20
1,83,peptide92,A0101,100-cells.10x,mut19
1,83,peptide7,A0101,100-cells.10x,mut20
1,83,peptide4,A0101,100-cells.10x,mut20
1,83,peptide132,A0101,100-cells.10x,mut33
1,83,peptide172,A0101,100-cells.10x,mut11
1,83,peptide106,A0101,100-cells.10x,mut19
1,83,peptide8,A0101,100-cells.10x,mut20
1,83,peptide168,A0101,100-cells.10x,mut11
1,83,peptide6,A0101,100-cells.10x,mut20
1,83,peptide92,A0101,100-cells.10x,mut19
1,83,peptide92,A0101,100-cells.10x,mut19
1,83,peptide92,A0101,100-cells.10x,mut19
1,83,peptide106,A0101,100-cells.10x,mut19
1,83,peptide22,A0101,100-cells.10x,mut12
1,83,peptide106,A0101,100-cells.10x,mut19
1,83,peptide106,A0101,100-cells.10x,mut19
1,83,peptide127,A0101,100-cells.10x,mut33
1,83,peptide172,A0101,100-cells.10x,mut11
1,83,peptide180,A0101,100-cells.10x,mut11
1,83,peptide101,A0101,100-cells.10x,mut19
1,83,peptide92,A0101,100-cells.10x,mut19
1,83,peptide22,A0101,100-cells.10x,mut12
1,83,peptide96,A0101,100-cells.10x,mut19
1,84,peptide97,A0101,100-cells.10x,mut19
1,84,peptide197,A0101,100-cells.10x,mut28
1,84,peptide74,A0101,100-cells.10x,mut15
1,84,peptide144,A0101,100-cells.10x,mut33
1,84,peptide191,A0101,100-cells.10x,mut28
1,84,peptide190,A0101,100-cells.10x,mut28
1,84,peptide92,A0101,100-cells.10x,mut19
1,84,peptide183,A0101,100-cells.10x,mut28
1,84,peptide143,A0101,100-cells.10x,mut33
1,84,peptide92,A0101,100-cells.10x,mut19
1,84,peptide92,A0101,100-cells.10x,mut19
1,84,peptide184,A0101,100-cells.10x,mut28
1,84,peptide87,A0101,100-cells.10x,mut15
1,84,peptide93,A0101,100-cells.10x,mut19
1,84,peptide89,A0101,100-cells.10x,mut15
1,84,peptide195,A0101,100-cells.10x,mut28
1,84,peptide77,A0101,100-cells.10x,mut15
1,84,peptide182,A0101,100-cells.10x,mut28
1,84,peptide79,A0101,100-cells.10x,mut15
1,84,peptide88,A0101,100-cells.10x,mut15
1,84,peptide136,A0101,100-cells.10x,mut33
1,84,peptide182,A0101,100-cells.10x,mut28
1,84,peptide182,A0101,100-cells.10x,mut28
1,84,peptide182,A0101,100-cells.10x,mut28
1,84,peptide105,A0101,100-cells.10x,mut19
1,84,peptide197,A0101,100-cells.10x,mut28
1,84,peptide79,A0101,100-cells.10x,mut15
1,84,peptide182,A0101,100-cells.10x,mut28
1,84,peptide89,A0101,100-cells.10x,mut15
1,84,peptide92,A0101,100-cells.10x,mut19
1,84,peptide105,A0101,100-cells.10x,mut19
1,84,peptide105,A0101,100-cells.10x,mut19
1,84,peptide185,A0101,100-cells.10x,mut28
1,84,peptide105,A0101,100-cells.10x,mut19
1,85,peptide86,A0101,100-cells.10x,mut15
1,85,peptide182,A0101,100-cells.10x,mut28
1,85,peptide3,A0101,100-cells.10x,mut20
1,85,peptide79,A0101,100-cells.10x,mut15
1,85,peptide77,A0101,100-cells.10x,mut15
1,85,peptide147,A0101,100-cells.10x,mut26
1,85,peptide90,A0101,100-cells.10x,mut15
1,85,peptide198,A0101,100-cells.10x,mut28
1,85,peptide17,A0101,100-cells.10x,mut20
1,85,peptide14,A0101,100-cells.10x,mut20
1,85,peptide191,A0101,100-cells.10x,mut28
1,85,peptide132,A0101,100-cells.10x,mut33
1,85,peptide74,A0101,100-cells.10x,mut15
1,85,peptide190,A0101,100-cells.10x,mut28
1,85,peptide12,A0101,100-cells.10x,mut20
1,85,peptide191,A0101,100-cells.10x,mut28
1,85,peptide75,A0101,100-cells.10x,mut15
1,85,peptide3,A0101,100-cells.10x,mut20
1,85,peptide77,A0101,100-cells.10x,mut15
1,85,peptide129,A0101,100-cells.10x,mut33
1,85,peptide74,A0101,100-cells.10x,mut15
1,85,peptide127,A0101,100-cells.10x,mut33
1,85,peptide182,A0101,100-cells.10x,mut28
1,85,peptide132,A0101,100-cells.10x,mut33
1,85,peptide89,A0101,100-cells.10x,mut15
1,85,peptide132,A0101,100-cells.10x,mut33
1,85,peptide190,A0101,100-cells.10x,mut28
1,85,peptide182,A0101,100-cells.10x,mut28
1,86,peptide191,A0101,100-cells.10x,mut28
1,86,peptide191,A0101,100-cells.10x,mut28
1,86,peptide182,A0101,100-cells.10x,mut28
1,86,peptide75,A0101,100-cells.10x,mut15
1,86,peptide75,A0101,100-cells.10x,mut15
1,86,peptide191,A0101,100-cells.10x,mut28
1,86,peptide182,A0101,100-cells.10x,mut28
1,86,peptide77,A0101,100-cells.10x,mut15
1,86,peptide183,A0101,100-cells.10x,mut28
1,86,peptide14,A0101,100-cells.10x,mut20
1,86,peptide198,A0101,100-cells.10x,mut28
1,86,peptide192,A0101,100-cells.10x,mut28
1,86,peptide16,A0101,100-cells.10x,mut20
1,86,peptide181,A0101,100-cells.10x,mut28
1,86,peptide77,A0101,100-cells.10x,mut15
1,86,peptide80,A0101,100-cells.10x,mut15
1,86,peptide16,A0101,100-cells.10x,mut20
1,86,peptide74,A0101,100-cells.10x,mut15
1,86,peptide197,A0101,100-cells.10x,mut28
1,86,peptide6,A0101,100-cells.10x,mut20
1,86,peptide75,A0101,100-cells.10x,mut15
1,86,peptide16,A0101,100-cells.10x,mut20
1,86,peptide89,A0101,100-cells.10x,mut15
1,86,peptide10,A0101,100-cells.10x,mut20
1,86,peptide6,A0101,100-cells.10x,mut20
1,86,peptide86,A0101,100-cells.10x,mut15
1,86,peptide191,A0101,100-cells.10x,mut28
1,86,peptide182,A0101,100-cells.10x,mut28
1,86,peptide198,A0101,100-cells.10x,mut28
1,86,peptide74,A0101,100-cells.10x,mut15
1,86,peptide6,A0101,100-cells.10x,mut20
1,86,peptide190,A0101,100-cells.10x,mut28
1,86,peptide10,A0101,100-cells.10x,mut20
1,86,peptide196,A0101,100-cells.10x,mut28
1,87,peptide170,A0101,100-cells.10x,mut11
1,87,peptide191,A0101,100-cells.10x,mut28
1,87,peptide7,A0101,100-cells.10x,mut20
1,87,peptide10,A0101,100-cells.10x,mut20
1,87,peptide93,A0101,100-cells.10x,mut19
1,87,peptide194,A0101,100-cells.10x,mut28
1,87,peptide92,A0101,100-cells.10x,mut19
1,87,peptide93,A0101,100-cells.10x,mut19
1,87,peptide182,A0101,100-cells.10x,mut28
1,87,peptide196,A0101,100-cells.10x,mut28
1,87,peptide198,A0101,100-cells.10x,mut28
1,87,peptide92,A0101,100-cells.10x,mut19
1,87,peptide93,A0101,100-cells.10x,mut19
1,87,peptide198,A0101,100-cells.10x,mut28
1,87,peptide194,A0101,100-cells.10x,mut28
1,87,peptide198,A0101,100-cells.10x,mut28
1,87,peptide6,A0101,100-cells.10x,mut20
1,87,peptide182,A0101,100-cells.10x,mut28
1,87,peptide180,A0101,100-cells.10x,mut11
1,87,peptide14,A0101,100-cells.10x,mut20
1,87,peptide92,A0101,100-cells.10x,mut19
1,87,peptide182,A0101,100-cells.10x,mut28
